PrincipalComponent,coi,c1i,a1i,c2i,a2i
1,0.872781113662556,1.453547605189328,90.08341521070717,9.512855519497704e-18,224.8495190115785
2,0.025203734435318585,0.02459660278952171,45.191028176632315,0.05417621307647981,229.33943460317067
