PrincipalComponent,coi,c1i,a1i,c2i,a2i
1,0.18928935700093688,0.857118391693672,50.986025668442196,1.0084426041668824,215.98741104318003
2,0.07127888704056745,0.06663906379257317,35.3862809111876,0.217252702684984,217.24877936530248
