PrincipalComponent,coi,c1i,a1i,c2i,a2i
1,1.241140545335653,1.6057983877139228,100.0,0.0,205.4627867342441
2,0.03324723362776795,0.0020299724794305817,41.31967911876758,0.027259398898870385,225.47987596936997
