PrincipalComponent,coi,c1i,a1i,c2i,a2i
1,0.27102744199029327,0.6828344237332785,100.0,0.8256979110623337,201.6685823726993
2,0.03477250025747181,0.04845842441554607,43.10031566073418,0.3344404890776856,226.614682277559
