PrincipalComponent,coi,c1i,a1i,c2i,a2i
1,0.8195222912824169,1.349283578985553,84.26790815733676,0.0,225.00296594191974
2,0.03275900271513963,0.10978297149864474,44.573687436839435,0.007637710867749545,228.10701799124558
